Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Volatility
2022-01-28 00:00:00-03:00,109.64798817605914,112.68172697934932,107.04764063038185,108.13111877441406,396121,0.0,0.0,,
2022-01-31 00:00:00-03:00,108.3478144032205,108.99790128963983,107.2643362591883,108.13111877441406,669164,0.0,0.0,0.0,
2022-02-01 00:00:00-03:00,108.13111939629313,110.29807569682005,106.61424998592429,108.9979019165039,646473,0.0,0.0,0.00801603786138716,
2022-02-02 00:00:00-03:00,110.51476432431129,110.94815555695564,107.48102569580078,107.48102569580078,311594,0.0,0.0,-0.013916563475369514,
2022-02-03 00:00:00-03:00,105.74746419929782,109.2145941730453,105.74746419929782,107.04763793945312,786138,0.0,0.0,-0.004032225721163574,
2022-02-04 00:00:00-03:00,107.48103597492515,108.78120979720246,106.18086215264782,108.56451416015625,281454,0.0,0.0,0.014170104543185458,
2022-02-07 00:00:00-03:00,110.08138130322361,111.8149463631169,109.64799003825028,110.7314682006836,1227714,0.0,0.0,0.019960058379026258,
2022-02-08 00:00:00-03:00,112.46502409463727,112.68171970946317,110.08137233155247,111.38154602050781,511690,0.0,0.0,0.005870759508453949,
2022-02-09 00:00:00-03:00,111.8149436377725,112.68172614659245,108.34781360249274,109.64798736572266,556058,0.0,0.0,-0.015564146097109877,
2022-02-10 00:00:00-03:00,109.64799234538735,110.51477489357222,108.34781852311002,108.56451416015625,350621,0.0,0.0,-0.009881377958653847,
2022-02-11 00:00:00-03:00,108.56450445556641,110.08137377929687,107.04763513183593,108.34780883789062,654656,0.0,0.0,-0.001996097195681612,
2022-02-14 00:00:00-03:00,108.34781852311002,110.08138361947978,107.0476447008327,108.56451416015625,393618,0.0,0.0,0.0020000895688612186,
2022-02-15 00:00:00-03:00,109.64798321799626,110.29807007501995,108.13111388494097,109.21459197998047,389131,0.0,0.0,0.0059879402109717095,
2022-02-16 00:00:00-03:00,110.94815968811395,113.76520280519496,108.99789906859633,110.2980728149414,1002092,0.0,0.0,0.009920660008138293,
2022-02-17 00:00:00-03:00,111.38155028088259,111.8149415271117,108.99789842662246,109.43128967285156,774957,0.0,0.0,-0.007858552012455666,
2022-02-18 00:00:00-03:00,111.3815467896,111.3815467896,105.74746076522335,107.48102569580078,560622,0.0,0.0,-0.017821812964839978,
2022-02-21 00:00:00-03:00,108.34781233086643,110.0813773281603,104.88068233627871,107.91442108154297,329358,0.0,0.0,0.004032296704804539,
2022-02-22 00:00:00-03:00,107.91442043289,109.86468104312294,104.88068170586095,107.04763793945312,703976,0.0,0.0,-0.008032134476585684,
2022-02-23 00:00:00-03:00,108.13112000835952,110.08138068987301,106.61425058940458,109.86468505859375,1835386,0.0,0.0,0.026315826984748325,
2022-02-24 00:00:00-03:00,108.78120979720246,109.21460107129491,105.74747087855539,108.56451416015625,564715,0.0,0.0,-0.011834293228475401,
2022-02-25 00:00:00-03:00,108.34781377002446,110.08137879034486,104.88068372938368,107.26433563232422,677741,0.0,0.0,-0.011976091247587473,0.19353116880227908
2022-03-02 00:00:00-03:00,109.21459628018465,110.94816130050505,107.04764000478417,107.26433563232422,825755,0.0,0.0,0.0,0.19353116880227908
2022-03-03 00:00:00-03:00,107.91442218832167,112.68172597977363,105.74746591947986,112.0316390991211,940440,0.0,0.0,0.044444441283242764,0.24948277252051956
2022-03-04 00:00:00-03:00,111.81494697644874,112.03164261012402,109.21459937234528,111.59825134277344,1042208,0.0,0.0,-0.0038684407354266925,0.24373653317031543
2022-03-07 00:00:00-03:00,110.94816158829174,114.41529163792586,110.0813790758832,112.89842224121094,811499,0.0,0.0,0.011650459418436787,0.24494976233709614
2022-03-08 00:00:00-03:00,114.19859619140625,114.19859619140625,110.08137925091913,110.5147705078125,472738,0.0,0.0,-0.021113242205508365,0.25499437002229797
2022-03-09 00:00:00-03:00,110.2980687079891,110.73145994063346,106.83093884683424,107.48102569580078,683963,0.0,0.0,-0.027451034808032793,0.2636559499838329
2022-03-10 00:00:00-03:00,109.21459691844626,109.21459691844626,106.18085811515608,108.13111877441406,754482,0.0,0.0,0.006048445057206697,0.26372131667689946
2022-03-11 00:00:00-03:00,108.34781502634583,109.64798880666198,107.26433687608237,108.9979019165039,591064,0.0,0.0,0.00801603786138716,0.26012280542898186
2022-03-14 00:00:00-03:00,110.08137309166692,110.08137309166692,104.01389583464591,107.48102569580078,478001,0.0,0.0,-0.013916563475369514,0.26250416799798815
2022-03-15 00:00:00-03:00,106.61424681858988,108.34781180751003,104.01389933520963,104.66398620605469,422320,0.0,0.0,-0.026209644646665753,0.2780980587852658
2022-03-16 00:00:00-03:00,104.8806775757311,112.46502409463727,104.8806775757311,111.38154602050781,939638,0.0,0.0,0.0641821514539691,0.3632745943107586
2022-03-17 00:00:00-03:00,110.94815678469581,114.63198230293766,109.21459183493494,113.98189544677734,567238,0.0,0.0,0.023346321892414368,0.37124059513947033
2022-03-18 00:00:00-03:00,114.41528941009004,116.14885440115202,112.46502879514533,115.06537628173828,648862,0.0,0.0,0.009505727472893799,0.37113192100846903
2022-03-21 00:00:00-03:00,115.28207137233527,117.01563635537791,110.08137642320736,111.81494140625,846748,0.0,0.0,-0.028248592065866718,0.38537172138756515
2022-03-22 00:00:00-03:00,113.54850664022963,113.54850664022963,106.6142466927347,107.04763793945312,1396785,0.0,0.0,-0.04263565679899739,0.41096361031781475
2022-03-23 00:00:00-03:00,107.04763728550502,107.91441977364677,104.66398544311524,106.18085479736328,1641790,0.0,0.0,-0.008097172051382384,0.41168404543201925
2022-03-25 00:00:00-03:00,106.61424323051206,108.13111254476732,105.09737391625681,107.48102569580078,731616,0.0,0.0,0.012244871270991053,0.41304913322943704
2022-03-28 00:00:00-03:00,108.13112168379779,108.13112168379779,106.18086097206596,106.83094787597656,290566,0.0,0.0,-0.006048303089924989,0.4020717564160852
2022-03-29 00:00:00-03:00,107.04763728550502,107.26433290754046,104.88068106515067,106.18085479736328,402870,0.0,0.0,-0.006085250496588257,0.40055069079483724
2022-03-30 00:00:00-03:00,107.48102997264823,107.48102997264823,102.71372622386141,105.53076934814453,1229854,0.0,0.0,-0.006122435635495527,0.3989221264562657
2022-03-31 00:00:00-03:00,105.74746483492564,108.7812035801899,105.74746483492564,107.91442108154297,713248,0.0,0.0,0.022587267657784293,0.4072806029226487
2022-04-01 00:00:00-03:00,108.3478142233456,110.94816176470589,107.48103170955883,110.5147705078125,955970,0.0,0.0,0.024096403429757052,0.383972926961295
2022-04-04 00:00:00-03:00,111.81493940807523,111.81493940807523,108.56450512295677,109.21459197998047,660442,0.0,0.0,-0.01176474892774737,0.3859353529976265
2022-04-05 00:00:00-03:00,109.21459754655659,110.08138006676737,107.69772813618775,108.9979019165039,405865,0.0,0.0,-0.0019840761160951903,0.3831255222914806
2022-04-06 00:00:00-03:00,108.99789920485163,108.99789920485163,106.61424733357256,107.91442108154297,388104,0.0,0.0,-0.009940382483608956,0.3775446915888999
