Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Daily_Return,Volatility
2022-01-28 00:00:00-05:00,43.80710177738637,43.955726239274135,43.34264989105128,43.927860260009766,48799200,0.0,0.0,0.0,,
2022-01-31 00:00:00-05:00,44.485204967821005,45.42339984401182,44.43876048385315,45.3676643371582,65614900,0.0,0.0,0.0,0.0327765583988433,
2022-02-01 00:00:00-05:00,45.53486432420858,45.646331787109375,45.14472288882566,45.646331787109375,50158000,0.0,0.0,0.0,0.006142424434288696,
2022-02-02 00:00:00-05:00,45.822829770077966,45.850695752360686,45.26548532001406,45.572025299072266,35128100,0.0,0.0,0.0,-0.0016278742481141695,
2022-02-03 00:00:00-05:00,45.005391585488326,45.31192800890899,44.9310775776973,45.088993072509766,38246800,0.0,0.0,0.0,-0.010599314456457454,
2022-02-04 00:00:00-05:00,44.88463109454635,45.414105974260174,44.791742132433555,45.20045852661133,36644200,0.0,0.0,0.0,0.0024721211654097353,
2022-02-07 00:00:00-05:00,45.0053944673784,45.36766641984018,44.96823746110356,45.107574462890625,31917100,0.0,0.0,0.0,-0.0020549363158787193,
2022-02-08 00:00:00-05:00,45.03325870655861,45.55344614380213,45.014680204140596,45.54415512084961,25562200,0.0,0.0,0.0,0.009678655151767357,
2022-02-09 00:00:00-05:00,45.92500490637577,46.287280383127154,45.86927294340399,46.2594108581543,40082900,0.0,0.0,0.0,0.015704665843658372,
2022-02-10 00:00:00-05:00,45.87855922331164,46.547371109383626,45.86927174422147,45.95287322998047,55440700,0.0,0.0,0.0,-0.006626492263677286,
2022-02-11 00:00:00-05:00,45.97145143219688,46.1665203832016,45.18188106217462,45.256195068359375,53838300,0.0,0.0,0.0,-0.01516070949762871,
2022-02-14 00:00:00-05:00,45.061127424860686,45.16330742262135,44.69885546442722,44.940372467041016,59439800,0.0,0.0,0.0,-0.006978549585118898,
2022-02-15 00:00:00-05:00,45.54415511725623,45.952875083446386,45.50700165591014,45.91571807861328,32938500,0.0,0.0,0.0,0.021703104759257963,
2022-02-16 00:00:00-05:00,45.85998062311312,46.43590354309855,45.822827163345394,46.2501220703125,47236800,0.0,0.0,0.0,0.007282996012970555,
2022-02-17 00:00:00-05:00,46.03647558679662,46.12936455340334,45.618468150092504,45.71135711669922,41245300,0.0,0.0,0.0,-0.011648941224289389,
2022-02-18 00:00:00-05:00,45.5441529836082,45.57202250767091,45.16330256062842,45.256195068359375,41312300,0.0,0.0,0.0,-0.009957307703156393,
2022-02-22 00:00:00-05:00,44.605965968565435,44.93108091810458,44.32729550560514,44.61525344848633,60704500,0.0,0.0,0.0,-0.014162516731795582,
2022-02-23 00:00:00-05:00,44.810322446927664,44.838188427991824,44.011464583877256,44.09506607055664,38873700,0.0,0.0,0.0,-0.011659406541986939,
2022-02-24 00:00:00-05:00,41.83783436504157,43.212611772896246,41.80996483723222,43.18474578857422,95679500,0.0,0.0,0.0,-0.020644492980820495,
2022-02-25 00:00:00-05:00,43.3705128666003,44.03003719256928,43.156865438901164,43.98358917236328,58887800,0.0,0.0,0.0,0.018498276861465657,
2022-02-28 00:00:00-05:00,42.96180327182334,43.51914416714409,42.89678028548549,43.407676696777344,79366600,0.0,0.0,0.0,-0.013093803539521165,0.22831996324043644
2022-03-01 00:00:00-05:00,43.19402467515921,43.528430594440884,42.580948337638354,42.83175277709961,72297300,0.0,0.0,0.0,-0.013267789559455734,0.19545383230092328
2022-03-02 00:00:00-05:00,42.868913434154,43.091848370365184,42.46019347862196,42.90606689453125,61858700,0.0,0.0,0.0,0.0017350239626749975,0.19339462470725896
2022-03-03 00:00:00-05:00,42.73885895379109,42.822460431026386,42.218675134092834,42.302276611328125,57514100,0.0,0.0,0.0,-0.014072375468190068,0.19721337958294471
2022-03-04 00:00:00-05:00,41.466263742325005,41.7170681855431,41.21545929910691,41.44768524169922,68351300,0.0,0.0,0.0,-0.020202018380260256,0.20451658752871854
2022-03-07 00:00:00-05:00,40.741721854256106,40.89034632277582,39.859262522144846,39.896419525146484,77557700,0.0,0.0,0.0,-0.03742707723016714,0.23431967447036944
2022-03-08 00:00:00-05:00,40.100780655553756,40.52807915318959,39.692064205083895,40.02647018432617,90831500,0.0,0.0,0.0,0.0032597075308404833,0.23629295419406277
2022-03-09 00:00:00-05:00,40.65812386540894,41.26190927041384,40.50949938410911,41.159732818603516,59840900,0.0,0.0,0.0,0.028312829711402143,0.2605498156844799
2022-03-10 00:00:00-05:00,40.51878268965759,40.58380567205963,40.137932274094176,40.388736724853516,59158300,0.0,0.0,0.0,-0.018731805115156708,0.25295826372833835
2022-03-11 00:00:00-05:00,40.620962400077055,40.667406880981005,39.53414666428032,39.543434143066406,72846700,0.0,0.0,0.0,-0.020929166157032775,0.2579913015941628
2022-03-14 00:00:00-04:00,39.07898400518471,39.3576544466323,38.47519509580916,38.586666107177734,85651000,0.0,0.0,0.0,-0.024195370397703142,0.26354913705374533
2022-03-15 00:00:00-04:00,38.047900935776845,38.70742182040373,37.89927646116393,38.642398834228516,85987500,0.0,0.0,0.0,0.0014443519659350645,0.26558913692615294
2022-03-16 00:00:00-04:00,40.43518144071714,41.8378281686419,40.24011249237904,41.75422668457031,134225700,0.0,0.0,0.0,0.08052884769631374,0.3994168211560622
2022-03-17 00:00:00-04:00,41.3919562772419,41.61489121390316,41.011105845582584,41.54058074951172,80743600,0.0,0.0,0.0,-0.005116749896305506,0.3970050782546434
2022-03-18 00:00:00-04:00,41.19688357453012,42.21867991688196,41.094707129433154,42.13507843017578,77755100,0.0,0.0,0.0,0.014311251069137887,0.40195983333407304
