Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Volatility
2022-01-28 00:00:00-03:00,178.33796168277138,183.69575452302632,173.7455678196957,181.78225708007812,173776,0.0,0.0,,
2022-01-31 00:00:00-03:00,183.69574407621218,190.77568421248284,175.27635580605246,189.1300811767578,82164,0.0,0.0,0.040421019161638316,
2022-02-01 00:00:00-03:00,188.2498850151992,192.72747391533966,181.78226568760016,186.56600952148438,113103,0.0,0.0,-0.013557185823217077,
2022-02-02 00:00:00-03:00,186.5660116268529,189.81895747060318,178.1466223842052,179.6008758544922,64737,0.0,0.0,-0.0373333475098534,
2022-02-03 00:00:00-03:00,178.2996770055537,180.44279632851254,175.27635359164103,179.83047485351562,153648,0.0,0.0,0.0012783846288670908,
2022-02-04 00:00:00-03:00,181.3612793766835,182.3563003502938,177.7639066373798,180.9403076171875,195941,0.0,0.0,0.006171549981035751,
2022-02-07 00:00:00-03:00,181.8588028473272,183.6574834481095,177.57256387526513,180.44281005859375,54366,0.0,0.0,-0.002749512063648596,
2022-02-08 00:00:00-03:00,179.86876485292655,183.35133263589134,176.80716885542992,177.15159606933594,49141,0.0,0.0,-0.018239651600355122,
2022-02-09 00:00:00-03:00,178.33796529688502,179.48606378592075,168.3877783919086,173.0567169189453,116700,0.0,0.0,-0.023115112938569937,
2022-02-10 00:00:00-03:00,174.51095384807428,178.2996761681743,172.21475708691543,174.39614868164062,55503,0.0,0.0,0.007739842674368225,
2022-02-11 00:00:00-03:00,176.04178684685638,180.6341812863396,171.83209194399677,172.2913360595703,82899,0.0,0.0,-0.012069146239649164,
2022-02-14 00:00:00-03:00,172.32956952399968,176.04175911611617,170.68396644736478,173.4394073486328,34565,0.0,0.0,0.00666354626599186,
2022-02-15 00:00:00-03:00,176.04176006498034,177.76390771778995,172.21476528095903,176.0800323486328,39280,0.0,0.0,0.015225057790309693,
2022-02-16 00:00:00-03:00,178.33797633727804,183.31307009776006,173.40115486461224,182.24151611328125,106896,0.0,0.0,0.03499251835920214,
2022-02-17 00:00:00-03:00,181.39957249588954,185.5327226406266,179.86877441575547,181.05514526367188,44347,0.0,0.0,-0.006509882462083616,
2022-02-18 00:00:00-03:00,181.05515564942237,187.52277557317433,178.26144198548616,186.6808319091797,139854,0.0,0.0,0.0310716750817277,
2022-02-21 00:00:00-03:00,187.52277319617406,187.52277319617406,179.103383379203,181.5526580810547,135240,0.0,0.0,-0.027470275205436545,
2022-02-22 00:00:00-03:00,183.3130633260302,191.34975294992714,181.39956579653094,184.6525115966797,206828,0.0,0.0,0.017074129061999566,
2022-02-23 00:00:00-03:00,187.52275867752618,189.81895572255712,179.10336951241277,188.47950744628906,118927,0.0,0.0,0.020725392882650517,
2022-02-24 00:00:00-03:00,186.75735456302903,186.75735456302903,172.21477367492432,178.4910430908203,408584,0.0,0.0,-0.05299496210915744,
2022-02-25 00:00:00-03:00,179.33298591325223,181.39956085298016,172.98017195263085,177.0367889404297,109773,0.0,0.0,-0.008147490906031951,0.38487846162892436
2022-03-02 00:00:00-03:00,173.74557881943056,173.89865628874534,164.56079051179546,172.0999755859375,255781,0.0,0.0,-0.027885804888572396,0.36303480276299765
2022-03-03 00:00:00-03:00,175.27638408151216,176.42448266719893,166.66564468886145,174.6640625,241691,0.0,0.0,0.014898822067421769,0.367597006515145
2022-03-04 00:00:00-03:00,174.47269688298556,174.47269688298556,157.67219144142297,160.96340942382812,1085905,0.0,0.0,-0.07844002297938002,0.44024894958051425
2022-03-07 00:00:00-03:00,160.42763485852194,162.2645877844571,150.78360279970775,151.20457458496094,331442,0.0,0.0,-0.06062765987499352,0.48130098995019505
2022-03-08 00:00:00-03:00,151.58728622384703,160.35110312821624,151.54901393502058,159.7770538330078,155938,0.0,0.0,0.05669457601780459,0.5320270026869095
2022-03-09 00:00:00-03:00,160.3510956537156,163.41269175211588,159.20299711681548,160.73379516601562,131408,0.0,0.0,0.005987977059633165,0.5335623847693012
2022-03-10 00:00:00-03:00,163.7953730314649,168.38776666786111,160.73377727386742,167.85198974609375,154807,0.0,0.0,0.04428561257280106,0.5588878471064586
2022-03-11 00:00:00-03:00,169.91857515141987,172.21477211292554,162.30285756490508,164.48423767089844,117285,0.0,0.0,-0.02006381979915539,0.5574689073278798
2022-03-14 00:00:00-03:00,161.03993845887683,163.79537941980655,156.98333326509336,157.9018096923828,121079,0.0,0.0,-0.040018594314707556,0.5720527954229798
2022-03-15 00:00:00-03:00,154.64886561171616,159.968386165127,154.64886561171616,157.28948974609375,160010,0.0,0.0,-0.0038778526191812768,0.5713215541108206
2022-03-16 00:00:00-03:00,157.67218373908742,169.91856694212333,157.67218373908742,168.6939239501953,146937,0.0,0.0,0.07250601564358372,0.6320747538138356
2022-03-17 00:00:00-03:00,169.88030442531618,169.9185767108382,167.01005819709258,167.89027404785156,179468,0.0,0.0,-0.004763952865196375,0.62940188072654
2022-03-18 00:00:00-03:00,169.49759518370675,172.21476379269257,166.85697114136437,168.6939239501953,161724,0.0,0.0,0.00478675674872453,0.6150614368594215
2022-03-21 00:00:00-03:00,172.9036374939862,175.23810688869693,169.76550845503587,171.7555389404297,178455,0.0,0.0,0.018148934582482568,0.619481093236617
2022-03-22 00:00:00-03:00,172.44440288327453,177.18987450837759,172.44440288327453,176.34793090820312,191563,0.0,0.0,0.02673795556233105,0.6166056167520843
2022-03-23 00:00:00-03:00,176.04176949523793,184.07845897219445,174.51097149962717,176.42446899414062,414846,0.0,0.0,0.0004340174877206504,0.6093036058492486
2022-03-25 00:00:00-03:00,185.2265637154673,188.2498875229445,179.67742079423945,181.51437377929688,175370,0.0,0.0,0.028850333597009614,0.6152714389232151
2022-03-28 00:00:00-03:00,180.5958839301946,180.5958839301946,176.50100646412798,176.92196655273438,130092,0.0,0.0,-0.02530051549606982,0.6162615394820886
2022-03-29 00:00:00-03:00,182.08842287299422,182.08842287299422,172.98017917227372,173.70730590820312,105213,0.0,0.0,-0.018169935068933718,0.5902179443078113
2022-03-30 00:00:00-03:00,172.21477728225668,176.80717134311683,172.21477728225668,174.4727020263672,122377,0.0,0.0,0.004406240222092572,0.589798523918793
2022-03-31 00:00:00-03:00,177.72563767883616,177.72563767883616,171.67899051533703,172.2147674560547,31720,0.0,0.0,-0.012941477629957676,0.582794840194513
2022-04-01 00:00:00-03:00,171.44937550840564,176.42446899414062,171.44937550840564,176.42446899414062,84116,0.0,0.0,0.024444486383318864,0.5868553004193798
2022-04-04 00:00:00-03:00,176.42448266719893,179.83050613559044,173.97520802021305,174.6640625,145389,0.0,0.0,-0.009978244538171643,0.5088317871372152
2022-04-05 00:00:00-03:00,173.36284428656649,178.72063638372308,168.77045106043226,169.03834533691406,117046,0.0,0.0,-0.032208784580891936,0.46896856846269264
2022-04-06 00:00:00-03:00,166.85698195465923,172.21477495320335,166.09158295486722,166.5508270263672,130578,0.0,0.0,-0.014715704330807045,0.4337651605035161
2022-04-07 00:00:00-03:00,167.62236828465174,169.91856511046888,163.7953735749565,164.5990447998047,124415,0.0,0.0,-0.011718838395521791,0.43638326294215957
2022-04-08 00:00:00-03:00,164.56080171981617,167.6223980308825,163.52750829320604,164.7521514892578,181766,0.0,0.0,0.0009301796959959585,0.4061488981734562
2022-04-11 00:00:00-03:00,164.79040465922313,167.62237858256833,160.23628301071457,160.50416564941406,64023,0.0,0.0,-0.025784099336151778,0.41026665598312
2022-04-12 00:00:00-03:00,161.116484921501,164.52250803889856,154.99329309550572,156.8302459716797,243830,0.0,0.0,-0.022889871193494393,0.3927426362465261
2022-04-13 00:00:00-03:00,156.90680223352769,157.28950175117043,153.46250657474292,156.1414031982422,110434,0.0,0.0,-0.004392282682269655,0.39281328413363026
2022-04-18 00:00:00-03:00,159.20298718826035,160.65724057268233,156.48581848457147,157.28948974609375,146700,0.0,0.0,0.0073528642905424935,0.2869466053988586
2022-04-19 00:00:00-03:00,160.73379092961946,160.73379092961946,157.28949540969904,160.4658966064453,110457,0.0,0.0,0.020194654235824006,0.29873671916651506
2022-04-20 00:00:00-03:00,163.7953730314649,169.15316560726046,158.39930817288715,167.85198974609375,337660,0.0,0.0,0.04602905225253795,0.34380117828122353
2022-04-21 00:00:00-03:00,167.92853397427928,169.91857602274695,161.11648762517223,162.41766357421875,211130,0.0,0.0,-0.032375703023213465,0.3549671869990943
2022-04-22 00:00:00-03:00,163.79538539670548,167.16313631267656,161.3843832272105,162.26458740234375,50634,0.0,0.0,-0.0009424847550836279,0.3378570993603837
2022-04-25 00:00:00-03:00,161.49920546477438,163.7954026988707,156.90681099658175,163.56578063964844,169162,0.0,0.0,0.00801896000929836,0.3402236458410998
2022-04-26 00:00:00-03:00,163.02998721126184,163.02998721126184,158.0548937048149,159.0116424560547,105698,0.0,0.0,-0.027842854206938106,0.3278872129505332
2022-04-27 00:00:00-03:00,158.43760032229864,162.26459549916575,156.52410273386508,158.51414489746094,177567,0.0,0.0,-0.0031286863710702217,0.3202882552827321
2022-04-28 00:00:00-03:00,158.4375895997395,161.42264096405196,156.14139264901866,158.32278442382812,100928,0.0,0.0,-0.0012072138657190923,0.3168794874646425
2022-04-29 00:00:00-03:00,159.47088262327028,161.49918525460635,154.3044394930874,154.763671875,151999,0.0,0.0,-0.02248010330149597,0.3212686264952721
2022-05-02 00:00:00-03:00,155.37599053432652,155.52906799214412,150.20954749931812,152.00823974609375,327115,0.0,0.0,-0.01780412738676662,0.3231640059970848
2022-05-03 00:00:00-03:00,153.84521710421387,159.50916569911186,153.65386733169618,158.973388671875,201102,0.0,0.0,0.0458208642993001,0.3570291547829596
2022-05-04 00:00:00-03:00,158.89682568035585,161.30782768588702,155.3759858611391,159.7004852294922,235306,0.0,0.0,0.004573699810336951,0.3580494304394034
2022-05-05 00:00:00-03:00,158.4375999462146,158.4375999462146,151.58728093169557,153.04153442382812,260348,0.0,0.0,-0.04169649701499056,0.3692905503586454
2022-05-06 00:00:00-03:00,151.5490014381203,158.05489291399923,150.01820344379587,156.3710174560547,121825,0.0,0.0,0.021755421132971575,0.3787459414303267
2022-05-09 00:00:00-03:00,156.86852404885283,156.90679633499084,148.10470776010112,148.21951293945312,111441,0.0,0.0,-0.05212925418799175,0.4165329547986034
2022-05-10 00:00:00-03:00,148.87012615154057,150.47746894613888,143.12963285520865,146.5739288330078,188718,0.0,0.0,-0.01110234458210324,0.41648904314350255
2022-05-11 00:00:00-03:00,147.72200062939578,150.01819753037086,147.33930114589992,149.635498046875,93805,0.0,0.0,0.020887542813669446,0.41928340655480695
2022-05-12 00:00:00-03:00,149.25279335032036,153.07978805161062,144.16289506922868,151.89341735839844,62938,0.0,0.0,0.015089463001727754,0.41725804188633775
2022-05-13 00:00:00-03:00,153.07980770129336,160.3510985671048,153.07980770129336,159.96839904785156,186997,0.0,0.0,0.053162156924811965,0.45942739522883663
2022-05-16 00:00:00-03:00,162.26458626463787,168.31123362834637,158.6289410535198,164.7904052734375,211782,0.0,0.0,0.03014349242904868,0.4702028624239875
2022-05-17 00:00:00-03:00,164.94347770001355,170.72224224758963,164.94347770001355,166.58908081054688,93431,0.0,0.0,0.010914928779529598,0.46677748336618996
2022-05-19 00:00:00-03:00,165.86196864916695,166.47429021335037,162.26459551830015,162.76210021972656,77125,0.0,0.0,-0.022972577627536905,0.44475170558785965
2022-05-20 00:00:00-03:00,160.7338023513955,164.40772016952567,153.76866624454325,159.0499267578125,91433,0.0,0.0,-0.022807357836392428,0.43707684017725323
