Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Volatility
2022-01-28 00:00:00-03:00,178.0,186.75,172.0500030517578,176.5500030517578,381918,0.0,0.0,,
2022-01-31 00:00:00-03:00,175.89999389648438,181.0,168.0,179.25,668666,0.0,0.0,0.0152931005469914,
2022-02-01 00:00:00-03:00,178.35000610351562,183.0,172.0,182.14999389648438,338582,0.0,0.0,0.01617848756755569,
2022-02-02 00:00:00-03:00,183.1999969482422,184.4499969482422,177.0,177.35000610351562,189148,0.0,0.0,-0.026351841634958184,
2022-02-03 00:00:00-03:00,179.9499969482422,179.9499969482422,171.0,172.9499969482422,285287,0.0,0.0,-0.024809749105422885,
2022-02-04 00:00:00-03:00,173.1999969482422,174.9499969482422,167.75,168.75,154589,0.0,0.0,-0.024284458065061965,
2022-02-07 00:00:00-03:00,170.5,174.4499969482422,167.3000030517578,169.25,254767,0.0,0.0,0.002962962962963056,
2022-02-08 00:00:00-03:00,170.9499969482422,170.9499969482422,164.0500030517578,165.35000610351562,146286,0.0,0.0,-0.0230427999792282,
2022-02-09 00:00:00-03:00,167.0,167.4499969482422,163.5,163.9499969482422,99260,0.0,0.0,-0.008466943475024635,
2022-02-10 00:00:00-03:00,165.0,168.25,163.5,166.5500030517578,120668,0.0,0.0,0.015858530966221585,
2022-02-11 00:00:00-03:00,167.0,182.5,165.0500030517578,175.10000610351562,672176,0.0,0.0,0.051335952537333585,
2022-02-14 00:00:00-03:00,176.1999969482422,181.4499969482422,168.5,172.6999969482422,334386,0.0,0.0,-0.01370650526336703,
2022-02-15 00:00:00-03:00,176.0,176.0,168.39999389648438,169.3000030517578,439378,0.0,0.0,-0.019687284056544296,
2022-02-16 00:00:00-03:00,167.5,172.8000030517578,167.5,172.4499969482422,204346,0.0,0.0,0.01860598842116601,
2022-02-17 00:00:00-03:00,174.5,176.0,172.0,173.64999389648438,244389,0.0,0.0,0.0069585211335339014,
2022-02-18 00:00:00-03:00,176.5,176.5,167.0,169.10000610351562,208481,0.0,0.0,-0.026202061346924488,
2022-02-21 00:00:00-03:00,170.0,173.0,167.64999389648438,171.0,97453,0.0,0.0,0.011235918556509628,
2022-02-22 00:00:00-03:00,170.60000610351562,172.89999389648438,169.25,170.5,240669,0.0,0.0,-0.0029239766081871066,
2022-02-23 00:00:00-03:00,171.0,175.0,165.3000030517578,173.35000610351562,758319,0.0,0.0,0.016715578319739688,
2022-02-24 00:00:00-03:00,168.0,169.5,163.0,169.0,501082,0.0,0.0,-0.02509377531211643,
2022-02-25 00:00:00-03:00,170.0,172.8000030517578,170.0,171.64999389648438,668537,0.0,0.0,0.01568043725730406,0.34186614945731364
2022-03-02 00:00:00-03:00,180.1999969482422,196.0,180.1999969482422,189.8000030517578,1347729,0.0,0.0,0.10573847830265004,0.5093960359220439
2022-03-03 00:00:00-03:00,192.0,195.8000030517578,185.64999389648438,194.60000610351562,818454,0.0,0.0,0.025289794386614828,0.5134534439217457
2022-03-04 00:00:00-03:00,195.0,198.60000610351562,186.3000030517578,191.5500030517578,320824,0.0,0.0,-0.015673190935746373,0.5064908140616572
2022-03-07 00:00:00-03:00,194.0,197.8000030517578,188.0,191.0,382885,0.0,0.0,-0.002871328859280653,0.4956235136850403
2022-03-08 00:00:00-03:00,192.0,196.10000610351562,181.3000030517578,183.4499969482422,505199,0.0,0.0,-0.039528811789307894,0.5104734808639709
2022-03-09 00:00:00-03:00,184.3000030517578,187.0,178.5500030517578,179.14999389648438,339600,0.0,0.0,-0.02343964635208473,0.5201486729400964
2022-03-10 00:00:00-03:00,179.9499969482422,187.8000030517578,177.4499969482422,187.0,379367,0.0,0.0,0.043818065146301155,0.5292363202126499
