Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Daily_Return,Volatility
2022-01-28 00:00:00-05:00,166.55999755859375,167.4600067138672,166.3699951171875,167.10000610351562,9782500,0.0,0.0,0.0,,
2022-01-31 00:00:00-05:00,167.7899932861328,168.13999938964844,167.4600067138672,168.08999633789062,8539300,0.0,0.0,0.0,0.005924537392067553,
2022-02-01 00:00:00-05:00,168.57000732421875,168.85000610351562,167.8699951171875,168.22999572753906,9763900,0.0,0.0,0.0,0.0008328835308379912,
2022-02-02 00:00:00-05:00,168.33999633789062,169.1199951171875,168.16000366210938,168.83999633789062,9085300,0.0,0.0,0.0,0.0036259919505645666,
2022-02-03 00:00:00-05:00,168.30999755859375,168.82000732421875,167.02999877929688,168.60000610351562,10650800,0.0,0.0,0.0,-0.0014214062993387344,
2022-02-04 00:00:00-05:00,168.0399932861328,169.10000610351562,167.99000549316406,168.86000061035156,9619600,0.0,0.0,0.0,0.0015420788696549614,
2022-02-07 00:00:00-05:00,169.4499969482422,170.3000030517578,169.19000244140625,170.11000061035156,7796900,0.0,0.0,0.0,0.007402581993851909,
2022-02-08 00:00:00-05:00,170.10000610351562,170.77999877929688,169.9499969482422,170.6300048828125,5802000,0.0,0.0,0.0,0.003056870675416823,
2022-02-09 00:00:00-05:00,170.67999267578125,171.4199981689453,170.5500030517578,171.2100067138672,8002800,0.0,0.0,0.0,0.0033991784238243117,
2022-02-10 00:00:00-05:00,170.52000427246094,171.99000549316406,170.4600067138672,170.55999755859375,10693500,0.0,0.0,0.0,-0.0037965605384254753,
2022-02-11 00:00:00-05:00,170.75,174.1999969482422,170.7100067138672,173.80999755859375,25741500,0.0,0.0,0.0,0.019054878321533186,
2022-02-14 00:00:00-05:00,173.77999877929688,175.0,173.67999267578125,174.74000549316406,13650700,0.0,0.0,0.0,0.005350715998122091,
2022-02-15 00:00:00-05:00,173.10000610351562,173.33999633789062,172.38999938964844,173.0800018310547,12603600,0.0,0.0,0.0,-0.009499848975192515,
2022-02-16 00:00:00-05:00,173.49000549316406,174.86000061035156,173.47999572753906,174.86000061035156,12772100,0.0,0.0,0.0,0.010284254451501385,
2022-02-17 00:00:00-05:00,176.6999969482422,177.52999877929688,176.38999938964844,177.25,18612500,0.0,0.0,0.0,0.013668073780773726,
2022-02-18 00:00:00-05:00,177.07000732421875,177.25,176.50999450683594,177.1199951171875,12760700,0.0,0.0,0.0,-0.0007334549100845855,
2022-02-22 00:00:00-05:00,177.6699981689453,178.07000732421875,176.82000732421875,177.49000549316406,14960500,0.0,0.0,0.0,0.0020890378623359407,
2022-02-23 00:00:00-05:00,177.38999938964844,178.38999938964844,177.36000061035156,178.2899932861328,11772200,0.0,0.0,0.0,0.0045072272703239324,
2022-02-24 00:00:00-05:00,182.58999633789062,182.60000610351562,175.27000427246094,177.13999938964844,32726000,0.0,0.0,0.0,-0.006450131470019049,
2022-02-25 00:00:00-05:00,176.4199981689453,176.7899932861328,175.7899932861328,176.5500030517578,11530900,0.0,0.0,0.0,-0.003330678220184624,
2022-02-28 00:00:00-05:00,178.86000061035156,178.99000549316406,176.5,178.3800048828125,16055800,0.0,0.0,0.0,0.010365345791119474,0.10842727092674556
2022-03-01 00:00:00-05:00,179.0500030517578,181.75999450683594,179.02999877929688,181.6199951171875,21942100,0.0,0.0,0.0,0.018163415997793697,0.12040754079011051
2022-03-02 00:00:00-05:00,180.1300048828125,180.7100067138672,178.7899932861328,179.72999572753906,19727200,0.0,0.0,0.0,-0.010406339832951472,0.13040579561692706
2022-03-03 00:00:00-05:00,179.9600067138672,181.3000030517578,179.5,180.8000030517578,15164400,0.0,0.0,0.0,0.005953415398956663,0.13073393265832195
2022-03-04 00:00:00-05:00,182.11000061035156,183.97999572753906,181.36000061035156,183.67999267578125,22390100,0.0,0.0,0.0,0.015929145881701023,0.13652057797113445
2022-03-07 00:00:00-05:00,184.4499969482422,186.63999938964844,184.22000122070312,186.41000366210938,27951800,0.0,0.0,0.0,0.014862865283030269,0.1410299118016438
2022-03-08 00:00:00-05:00,188.35000610351562,193.3000030517578,188.25999450683594,191.50999450683594,47347700,0.0,0.0,0.0,0.027358997610294145,0.16181096929435515
2022-03-09 00:00:00-05:00,186.0399932861328,187.22999572753906,184.75999450683594,185.82000732421875,26839700,0.0,0.0,0.0,-0.029711176156992036,0.20557880442354207
2022-03-10 00:00:00-05:00,186.8800048828125,187.3800048828125,184.99000549316406,186.39999389648438,18455200,0.0,0.0,0.0,0.0031212277978962533,0.20559827379908918
2022-03-11 00:00:00-05:00,183.74000549316406,185.77999877929688,183.44000244140625,185.08999633789062,14824700,0.0,0.0,0.0,-0.007027884128157469,0.20760432248676575
2022-03-14 00:00:00-04:00,183.02999877929688,183.2899932861328,181.9499969482422,182.3000030517578,13186400,0.0,0.0,0.0,-0.015073711931138378,0.2104920938466642
2022-03-15 00:00:00-04:00,179.10000610351562,180.27000427246094,178.00999450683594,178.88999938964844,16962300,0.0,0.0,0.0,-0.01870545038411886,0.22307159843228908
2022-03-16 00:00:00-04:00,179.1300048828125,180.1199951171875,176.8699951171875,180.00999450683594,17548100,0.0,0.0,0.0,0.006260803404375848,0.21997483433488646
2022-03-17 00:00:00-04:00,181.16000366210938,182.02999877929688,180.64999389648438,180.88999938964844,10954100,0.0,0.0,0.0,0.004888644573449508,0.21812406552217345
2022-03-18 00:00:00-04:00,179.92999267578125,180.92999267578125,179.0399932861328,179.3000030517578,13996500,0.0,0.0,0.0,-0.008789852082788041,0.21645979477154198
2022-03-21 00:00:00-04:00,179.3300018310547,181.2899932861328,179.32000732421875,180.6699981689453,10582200,0.0,0.0,0.0,0.007640798069546317,0.21777998993391637
2022-03-22 00:00:00-04:00,179.60000610351562,179.7100067138672,178.32000732421875,179.36000061035156,9621800,0.0,0.0,0.0,-0.007250775291250955,0.2197221535191477
2022-03-23 00:00:00-04:00,180.2899932861328,181.88999938964844,179.75999450683594,181.80999755859375,12557300,0.0,0.0,0.0,0.013659661796972422,0.2242279522638373
2022-03-24 00:00:00-04:00,182.35000610351562,183.50999450683594,181.77000427246094,183.1300048828125,10970100,0.0,0.0,0.0,0.007260367097212672,0.2234069039463175
2022-03-25 00:00:00-04:00,181.80999755859375,183.1300048828125,181.35000610351562,182.3800048828125,7911100,0.0,0.0,0.0,-0.004095451209537915,0.2236543206979545
2022-03-28 00:00:00-04:00,180.3800048828125,181.3300018310547,178.85000610351562,179.05999755859375,9489700,0.0,0.0,0.0,-0.018203790082975457,0.23184851920921795
2022-03-29 00:00:00-04:00,177.02000427246094,179.3300018310547,176.69000244140625,179.13999938964844,10458900,0.0,0.0,0.0,0.00044678784846130526,0.22205786593354773
2022-03-30 00:00:00-04:00,179.75999450683594,180.9199981689453,179.67999267578125,180.5800018310547,8361300,0.0,0.0,0.0,0.008038419372069505,0.22089697757335966
2022-03-31 00:00:00-04:00,180.91000366210938,181.9600067138672,180.55999755859375,180.64999389648438,9844400,0.0,0.0,0.0,0.000387595883929448,0.21989834957361945
2022-04-01 00:00:00-04:00,179.5500030517578,180.4600067138672,178.97999572753906,179.5,13034400,0.0,0.0,0.0,-0.006365867342034592,0.21266700420985496
2022-04-04 00:00:00-04:00,180.24000549316406,180.80999755859375,179.5800018310547,180.3699951171875,7063100,0.0,0.0,0.0,0.004846769455083555,0.20557107530041804
2022-04-05 00:00:00-04:00,180.91000366210938,181.49000549316406,178.92999267578125,179.24000549316406,10828500,0.0,0.0,0.0,-0.006264842571455875,0.17523168432188221
2022-04-06 00:00:00-04:00,179.77999877929688,180.30999755859375,178.6999969482422,179.66000366210938,8942100,0.0,0.0,0.0,0.002343216670796844,0.14543127432601483
2022-04-07 00:00:00-04:00,179.8699951171875,180.8800048828125,179.8000030517578,180.33999633789062,10140600,0.0,0.0,0.0,0.003784886240234764,0.14573845443790556
2022-04-08 00:00:00-04:00,180.52000427246094,181.82000732421875,180.52000427246094,181.47000122070312,10655700,0.0,0.0,0.0,0.006265969312183373,0.14682047622336358
